timestamp,temperature_c,humidity_pct,precipitation_mm,rain_mm,surface_pressure_hpa,wind_speed_kmh,weather_code,latitude,longitude,data_source,dataset_type,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,temperature,humidity,pressure,wind_speed,pressure_change_3h,humidity_trend_3h,predicted_rainfall_6h_mm,rainfall_category
2022-01-02T11:00,27.9,69,0.2,0.2,1014.7,19.2,51,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.1,0.40000000000000036,0.5000000000000004,0.5,3.4000000000000004,27.9,69,1014.7,19.2,-0.5,-4.0,0.4,LOW
2022-01-02T12:00,27.9,68,0.1,0.1,1013.7,20.2,51,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.2,0.40000000000000036,0.7000000000000005,0.7000000000000001,3.0,27.9,68,1013.7,20.2,-2.0,-2.0,0.2,LOW
2022-01-02T13:00,27.6,69,0.1,0.1,1012.7,20.6,51,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.1,0.40000000000000036,0.7000000000000005,0.8,2.9,27.6,69,1012.7,20.6,-2.699999999999932,0.0,0.1,LOW
2022-01-02T14:00,27.2,71,0.0,0.0,1012.0,20.4,2,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.1,0.40000000000000036,0.8000000000000005,0.9000000000000001,2.8000000000000003,27.2,71,1012.0,20.4,-2.7000000000000455,2.0,0.0,LOW
2022-01-02T15:00,27.0,71,0.0,0.0,1011.7,20.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.20000000000000034,0.6000000000000004,0.9000000000000001,2.5,27.0,71,1011.7,20.9,-2.0,3.0,0.0,LOW
2022-01-02T16:00,26.5,72,0.0,0.0,1011.8,20.4,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.10000000000000034,0.5000000000000004,0.9000000000000001,2.4000000000000004,26.5,72,1011.8,20.4,-0.900000000000091,3.0,0.0,LOW
2022-01-02T17:00,25.9,75,0.0,0.0,1012.0,17.3,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.40000000000000047,0.9000000000000001,1.6,25.9,75,1012.0,17.3,0.0,4.0,0.0,LOW
2022-01-02T18:00,25.4,77,0.0,0.0,1012.7,17.1,3,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.20000000000000046,0.9000000000000001,1.4000000000000001,25.4,77,1012.7,17.1,1.0,6.0,0.0,LOW
2022-01-02T19:00,25.5,77,0.0,0.0,1013.3,17.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.10000000000000045,0.8,1.4000000000000001,25.5,77,1013.3,17.9,1.5,5.0,0.0,LOW
2022-01-02T20:00,25.3,77,0.0,0.0,1013.8,18.0,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.8,1.4000000000000001,25.3,77,1013.8,18.0,1.7999999999999545,2.0,0.0,LOW
2022-01-02T21:00,25.1,78,0.0,0.0,1014.2,17.8,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.6000000000000001,1.0,25.1,78,1014.2,17.8,1.5,1.0,0.0,LOW
2022-01-02T22:00,25.0,78,0.0,0.0,1014.0,16.8,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.5,0.9,25.0,78,1014.0,16.8,0.7000000000000455,1.0,0.0,LOW
2022-01-02T23:00,24.8,80,0.0,0.0,1013.8,15.7,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.4,0.9,24.8,80,1013.8,15.7,0.0,3.0,0.0,LOW
2022-01-03T00:00,24.6,81,0.0,0.0,1013.5,15.1,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.2,0.9,24.6,81,1013.5,15.1,-0.7000000000000455,3.0,0.0,LOW
2022-01-03T01:00,24.6,80,0.0,0.0,1012.9,15.8,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.1,0.9,24.6,80,1012.9,15.8,-1.1000000000000227,2.0,0.0,LOW
2022-01-03T02:00,24.4,79,0.0,0.0,1012.3,14.5,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.9,24.4,79,1012.3,14.5,-1.5,-1.0,0.0,LOW
2022-01-03T03:00,24.2,81,0.0,0.0,1011.6,12.7,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.9,24.2,81,1011.6,12.7,-1.8999999999999773,0.0,0.0,LOW
2022-01-03T04:00,24.0,82,0.0,0.0,1011.8,10.2,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.9,24.0,82,1011.8,10.2,-1.1000000000000227,2.0,0.0,LOW
2022-01-03T05:00,23.8,83,0.0,0.0,1012.0,9.4,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.9,23.8,83,1012.0,9.4,-0.2999999999999545,4.0,0.0,LOW
2022-01-03T06:00,23.8,83,0.0,0.0,1012.5,8.2,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.9,23.8,83,1012.5,8.2,0.8999999999999773,2.0,0.0,LOW
2022-01-03T07:00,24.7,81,0.0,0.0,1013.5,9.5,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.8,24.7,81,1013.5,9.5,1.7000000000000455,-1.0,0.0,LOW
2022-01-03T08:00,26.3,73,0.0,0.0,1014.5,12.3,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.8,26.3,73,1014.5,12.3,2.5,-10.0,0.0,LOW
2022-01-03T09:00,27.0,69,0.0,0.0,1014.9,16.0,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.6000000000000001,27.0,69,1014.9,16.0,2.3999999999999773,-14.0,0.0,LOW
2022-01-03T10:00,27.4,68,0.0,0.0,1014.7,17.3,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.5,27.4,68,1014.7,17.3,1.2000000000000455,-13.0,0.0,LOW
2022-01-03T11:00,27.7,66,0.0,0.0,1014.2,17.8,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.4,27.7,66,1014.2,17.8,-0.2999999999999545,-7.0,0.0,LOW
2022-01-03T12:00,27.7,65,0.0,0.0,1013.1,18.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.2,27.7,65,1013.1,18.9,-1.7999999999999545,-4.0,0.0,LOW
2022-01-03T13:00,27.5,65,0.0,0.0,1012.2,19.7,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.1,27.5,65,1012.2,19.7,-2.5,-3.0,0.0,LOW
2022-01-03T14:00,27.2,67,0.0,0.0,1011.5,19.4,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,27.2,67,1011.5,19.4,-2.7000000000000455,1.0,0.0,LOW
2022-01-03T15:00,27.0,67,0.0,0.0,1011.4,18.9,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,27.0,67,1011.4,18.9,-1.7000000000000455,2.0,0.0,LOW
2022-01-03T16:00,26.4,69,0.0,0.0,1011.6,18.4,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,26.4,69,1011.6,18.4,-0.6000000000000227,4.0,0.0,LOW
2022-01-03T17:00,25.7,72,0.0,0.0,1012.1,12.6,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,25.7,72,1012.1,12.6,0.6000000000000227,5.0,0.0,LOW
2022-01-03T18:00,25.0,75,0.0,0.0,1012.8,12.5,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,25.0,75,1012.8,12.5,1.3999999999999773,8.0,0.0,LOW
2022-01-03T19:00,24.8,76,0.0,0.0,1013.5,12.8,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,24.8,76,1013.5,12.8,1.8999999999999773,7.0,0.0,LOW
2022-01-03T20:00,24.7,76,0.0,0.0,1014.0,12.3,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,24.7,76,1014.0,12.3,1.8999999999999773,4.0,0.0,LOW
2022-01-03T21:00,24.7,76,0.0,0.0,1014.2,12.4,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,24.7,76,1014.2,12.4,1.400000000000091,1.0,0.0,LOW
2022-01-03T22:00,24.5,77,0.0,0.0,1014.1,12.4,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,24.5,77,1014.1,12.4,0.6000000000000227,1.0,0.0,LOW
2022-01-03T23:00,24.3,78,0.0,0.0,1014.3,12.3,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,24.3,78,1014.3,12.3,0.2999999999999545,2.0,0.0,LOW
2022-01-04T00:00,24.1,80,0.0,0.0,1014.1,10.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,24.1,80,1014.1,10.9,-0.10000000000002274,4.0,0.0,LOW
2022-01-04T01:00,23.7,82,0.0,0.0,1013.5,9.6,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,23.7,82,1013.5,9.6,-0.6000000000000227,5.0,0.0,LOW
2022-01-04T02:00,23.3,85,0.0,0.0,1012.4,9.2,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,23.3,85,1012.4,9.2,-1.8999999999999773,7.0,0.0,LOW
2022-01-04T03:00,23.1,86,0.0,0.0,1012.1,8.6,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,23.1,86,1012.1,8.6,-2.0,6.0,0.0,LOW
2022-01-04T04:00,22.8,87,0.0,0.0,1012.2,8.1,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,22.8,87,1012.2,8.1,-1.2999999999999545,5.0,0.0,LOW
2022-01-04T05:00,22.5,88,0.0,0.0,1012.8,7.8,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,22.5,88,1012.8,7.8,0.39999999999997726,3.0,0.0,LOW
2022-01-04T06:00,22.8,86,0.0,0.0,1013.6,9.0,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,22.8,86,1013.6,9.0,1.5,0.0,0.0,LOW
2022-01-04T07:00,23.8,83,0.0,0.0,1014.6,10.8,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,23.8,83,1014.6,10.8,2.3999999999999773,-4.0,0.0,LOW
2022-01-04T08:00,25.3,74,0.0,0.0,1015.5,14.5,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,25.3,74,1015.5,14.5,2.7000000000000455,-14.0,0.0,LOW
2022-01-04T09:00,26.1,69,0.0,0.0,1015.6,18.6,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,26.1,69,1015.6,18.6,2.0,-17.0,0.0,LOW
2022-01-04T10:00,26.8,64,0.0,0.0,1015.4,18.6,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,26.8,64,1015.4,18.6,0.7999999999999545,-19.0,0.0,LOW
2022-01-04T11:00,27.0,63,0.0,0.0,1014.8,19.3,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,27.0,63,1014.8,19.3,-0.7000000000000455,-11.0,0.0,LOW
2022-01-04T12:00,27.3,62,0.0,0.0,1013.8,20.0,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,27.3,62,1013.8,20.0,-1.8000000000000682,-7.0,0.0,LOW
2022-01-04T13:00,27.3,61,0.0,0.0,1012.7,20.5,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,27.3,61,1012.7,20.5,-2.699999999999932,-3.0,0.0,LOW
2022-01-04T14:00,27.0,61,0.0,0.0,1012.1,21.0,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,27.0,61,1012.1,21.0,-2.699999999999932,-2.0,0.0,LOW
2022-01-04T15:00,26.6,62,0.0,0.0,1011.7,20.5,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,26.6,62,1011.7,20.5,-2.099999999999909,0.0,0.0,LOW
2022-01-04T16:00,26.0,63,0.0,0.0,1012.0,19.1,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,26.0,63,1012.0,19.1,-0.7000000000000455,2.0,0.0,LOW
2022-01-04T17:00,25.4,67,0.0,0.0,1012.0,14.0,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,25.4,67,1012.0,14.0,-0.10000000000002274,6.0,0.0,LOW
2022-01-04T18:00,24.6,69,0.0,0.0,1012.8,12.4,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,24.6,69,1012.8,12.4,1.099999999999909,7.0,0.0,LOW
2022-01-04T19:00,24.6,69,0.0,0.0,1013.7,12.7,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,24.6,69,1013.7,12.7,1.7000000000000455,6.0,0.0,LOW
2022-01-04T20:00,24.5,70,0.0,0.0,1014.2,14.0,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,24.5,70,1014.2,14.0,2.2000000000000455,3.0,0.0,LOW
2022-01-04T21:00,24.1,71,0.0,0.0,1014.5,13.5,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,24.1,71,1014.5,13.5,1.7000000000000455,2.0,0.0,LOW
2022-01-04T22:00,23.8,72,0.0,0.0,1014.6,10.7,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,23.8,72,1014.6,10.7,0.8999999999999773,3.0,0.0,LOW
2022-01-04T23:00,23.5,74,0.0,0.0,1014.4,9.5,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,23.5,74,1014.4,9.5,0.1999999999999318,4.0,0.0,LOW
2022-01-05T00:00,23.2,77,0.0,0.0,1013.6,8.0,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,23.2,77,1013.6,8.0,-0.8999999999999773,6.0,0.0,LOW
2022-01-05T01:00,22.8,78,0.0,0.0,1013.1,9.1,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,22.8,78,1013.1,9.1,-1.5,6.0,0.0,LOW
2022-01-05T02:00,22.5,79,0.0,0.0,1012.4,10.5,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,22.5,79,1012.4,10.5,-2.0,5.0,0.0,LOW
2022-01-05T03:00,22.3,80,0.0,0.0,1011.8,10.5,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,22.3,80,1011.8,10.5,-1.8000000000000682,3.0,0.0,LOW
2022-01-05T04:00,22.2,80,0.0,0.0,1012.1,11.0,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,22.2,80,1012.1,11.0,-1.0,2.0,0.0,LOW
2022-01-05T05:00,22.1,82,0.0,0.0,1012.7,11.8,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,22.1,82,1012.7,11.8,0.3000000000000682,3.0,0.0,LOW
2022-01-05T06:00,21.6,86,0.0,0.0,1013.4,12.0,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,21.6,86,1013.4,12.0,1.6000000000000227,6.0,0.0,LOW
2022-01-05T07:00,22.0,86,0.0,0.0,1014.3,12.7,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,22.0,86,1014.3,12.7,2.199999999999932,6.0,0.0,LOW
2022-01-05T08:00,23.9,79,0.0,0.0,1014.8,12.2,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,23.9,79,1014.8,12.2,2.099999999999909,-3.0,0.1,LOW
2022-01-05T09:00,26.0,71,0.0,0.0,1015.1,13.2,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,26.0,71,1015.1,13.2,1.7000000000000455,-15.0,0.1,LOW
2022-01-05T10:00,27.2,64,0.0,0.0,1014.9,13.8,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,27.2,64,1014.9,13.8,0.6000000000000227,-22.0,0.1,LOW
2022-01-05T11:00,27.8,60,0.0,0.0,1014.2,13.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,27.8,60,1014.2,13.9,-0.599999999999909,-19.0,0.1,LOW
2022-01-05T12:00,28.0,59,0.0,0.0,1013.2,14.5,3,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,28.0,59,1013.2,14.5,-1.8999999999999773,-12.0,0.1,LOW
2022-01-05T13:00,27.5,62,0.1,0.1,1012.3,14.5,51,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.0,27.5,62,1012.3,14.5,-2.6000000000000227,-2.0,0.1,LOW
2022-01-05T14:00,27.4,62,0.0,0.0,1011.5,14.4,3,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.1,0.10000000000000034,0.10000000000000045,0.1,0.1,27.4,62,1011.5,14.4,-2.7000000000000455,2.0,0.0,LOW
2022-01-05T15:00,27.1,62,0.0,0.0,1011.3,14.3,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.10000000000000034,0.10000000000000045,0.1,0.1,27.1,62,1011.3,14.3,-1.900000000000091,3.0,0.0,LOW
2022-01-05T16:00,26.6,64,0.0,0.0,1011.5,13.8,2,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.10000000000000034,0.10000000000000045,0.1,0.1,26.6,64,1011.5,13.8,-0.7999999999999545,2.0,0.0,LOW
2022-01-05T17:00,25.8,70,0.0,0.0,1011.8,13.0,2,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.10000000000000045,0.1,0.1,25.8,70,1011.8,13.0,0.2999999999999545,8.0,0.0,LOW
2022-01-05T18:00,25.0,73,0.0,0.0,1012.2,10.2,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.10000000000000045,0.1,0.1,25.0,73,1012.2,10.2,0.900000000000091,11.0,0.0,LOW
2022-01-05T19:00,24.7,76,0.0,0.0,1013.2,9.4,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.10000000000000045,0.1,0.1,24.7,76,1013.2,9.4,1.7000000000000455,12.0,0.0,LOW
2022-01-05T20:00,24.7,75,0.0,0.0,1013.7,9.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.1,0.1,24.7,75,1013.7,9.9,1.900000000000091,5.0,0.0,LOW
2022-01-05T21:00,24.6,76,0.0,0.0,1014.0,8.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.1,0.1,24.6,76,1014.0,8.9,1.7999999999999545,3.0,0.0,LOW
2022-01-05T22:00,24.5,76,0.0,0.0,1013.9,8.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.1,0.1,24.5,76,1013.9,8.9,0.6999999999999318,0.0,0.0,LOW
2022-01-05T23:00,24.3,78,0.0,0.0,1014.0,8.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.1,0.1,24.3,78,1014.0,8.9,0.2999999999999545,3.0,0.0,LOW
2022-01-06T00:00,24.1,80,0.0,0.0,1013.3,8.1,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.1,0.1,24.1,80,1013.3,8.1,-0.7000000000000455,4.0,0.0,LOW
2022-01-06T01:00,24.1,79,0.0,0.0,1012.6,8.4,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.1,0.1,24.1,79,1012.6,8.4,-1.2999999999999545,3.0,0.0,LOW
2022-01-06T02:00,23.8,80,0.0,0.0,1011.8,7.5,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.1,23.8,80,1011.8,7.5,-2.2000000000000455,2.0,0.0,LOW
2022-01-06T03:00,23.4,82,0.0,0.0,1011.4,6.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.1,23.4,82,1011.4,6.9,-1.8999999999999773,2.0,0.0,LOW
2022-01-06T04:00,22.7,86,0.0,0.0,1011.4,6.0,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.1,22.7,86,1011.4,6.0,-1.2000000000000455,7.0,0.1,LOW
2022-01-06T05:00,21.5,91,0.0,0.0,1012.4,5.9,0,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.1,21.5,91,1012.4,5.9,0.6000000000000227,11.0,0.1,LOW
2022-01-06T06:00,21.5,91,0.0,0.0,1013.1,8.4,1,13.0827,80.2707,ECMWF_ERA5_Land_OpenMeteo,historical_real,0.0,0.0,0.0,0.0,0.1,21.5,91,1013.1,8.4,1.7000000000000455,9.0,0.1,LOW
